page_id,book_id,catalog_generation,grade,viewer_page,selected_psm,recognized_words,mean_word_confidence,low_confidence_word_rate,ocr_class,front_matter_score,toc_navigation_score,bibliography_credits_score,primary_structure,classification_certainty,classification_rule,evidence_flags,classifier_version
LTMD-CN6-G1993-DH-VP062,LTMD-CN6-G1993-DH,1993,6,62,3,73,81.87,0.1644,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP063,LTMD-CN6-G1993-DH,1993,6,63,3,241,80.71,0.1577,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP064,LTMD-CN6-G1993-DH,1993,6,64,3,443,89.69,0.0451,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP065,LTMD-CN6-G1993-DH,1993,6,65,3,323,87.44,0.0743,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP066,LTMD-CN6-G1993-DH,1993,6,66,3,325,84.59,0.1169,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP067,LTMD-CN6-G1993-DH,1993,6,67,3,283,90.72,0.0424,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP068,LTMD-CN6-G1993-DH,1993,6,68,3,434,90.19,0.0645,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP069,LTMD-CN6-G1993-DH,1993,6,69,3,70,86.46,0.1429,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP070,LTMD-CN6-G1993-DH,1993,6,70,3,361,91.14,0.0416,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP071,LTMD-CN6-G1993-DH,1993,6,71,3,358,91.55,0.0391,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP072,LTMD-CN6-G1993-DH,1993,6,72,3,536,86.95,0.1026,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP073,LTMD-CN6-G1993-DH,1993,6,73,3,494,91.44,0.0324,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP074,LTMD-CN6-G1993-DH,1993,6,74,3,417,84.81,0.0935,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP075,LTMD-CN6-G1993-DH,1993,6,75,3,381,85.87,0.1155,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP076,LTMD-CN6-G1993-DH,1993,6,76,3,240,86.12,0.1000,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP077,LTMD-CN6-G1993-DH,1993,6,77,3,375,94.23,0.0107,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP078,LTMD-CN6-G1993-DH,1993,6,78,3,319,86.45,0.1066,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP079,LTMD-CN6-G1993-DH,1993,6,79,3,432,90.30,0.0440,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP080,LTMD-CN6-G1993-DH,1993,6,80,3,338,88.72,0.0680,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP081,LTMD-CN6-G1993-DH,1993,6,81,3,275,88.84,0.0691,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP082,LTMD-CN6-G1993-DH,1993,6,82,3,470,90.78,0.0468,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP083,LTMD-CN6-G1993-DH,1993,6,83,3,428,86.56,0.0981,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP084,LTMD-CN6-G1993-DH,1993,6,84,3,496,89.32,0.0544,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP085,LTMD-CN6-G1993-DH,1993,6,85,3,487,86.29,0.1068,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP086,LTMD-CN6-G1993-DH,1993,6,86,3,360,85.22,0.1139,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP087,LTMD-CN6-G1993-DH,1993,6,87,3,329,91.05,0.0334,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP088,LTMD-CN6-G1993-DH,1993,6,88,3,310,91.61,0.0194,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP089,LTMD-CN6-G1993-DH,1993,6,89,3,268,91.99,0.0261,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP090,LTMD-CN6-G1993-DH,1993,6,90,3,328,88.02,0.0854,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP091,LTMD-CN6-G1993-DH,1993,6,91,3,143,87.28,0.0699,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP092,LTMD-CN6-G1993-DH,1993,6,92,3,137,87.82,0.1022,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP093,LTMD-CN6-G1993-DH,1993,6,93,3,346,79.72,0.2081,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP094,LTMD-CN6-G1993-DH,1993,6,94,3,291,88.31,0.0825,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP095,LTMD-CN6-G1993-DH,1993,6,95,3,313,87.05,0.0831,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP096,LTMD-CN6-G1993-DH,1993,6,96,3,459,91.37,0.0523,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP097,LTMD-CN6-G1993-DH,1993,6,97,3,221,90.64,0.0543,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP098,LTMD-CN6-G1993-DH,1993,6,98,3,396,88.93,0.0808,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP099,LTMD-CN6-G1993-DH,1993,6,99,3,258,90.15,0.0543,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP100,LTMD-CN6-G1993-DH,1993,6,100,3,213,89.43,0.0563,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP101,LTMD-CN6-G1993-DH,1993,6,101,3,190,86.80,0.1000,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP102,LTMD-CN6-G1993-DH,1993,6,102,3,125,88.13,0.0800,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP103,LTMD-CN6-G1993-DH,1993,6,103,3,4,89.12,0.0000,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP104,LTMD-CN6-G1993-DH,1993,6,104,3,117,77.45,0.1880,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP105,LTMD-CN6-G1993-DH,1993,6,105,3,5,64.89,0.6000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP106,LTMD-CN6-G1993-DH,1993,6,106,3,263,90.61,0.0456,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP107,LTMD-CN6-G1993-DH,1993,6,107,3,319,80.45,0.1693,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP108,LTMD-CN6-G1993-DH,1993,6,108,3,349,86.10,0.1032,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP109,LTMD-CN6-G1993-DH,1993,6,109,3,312,89.05,0.0737,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP110,LTMD-CN6-G1993-DH,1993,6,110,3,402,88.09,0.0796,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP111,LTMD-CN6-G1993-DH,1993,6,111,3,184,88.27,0.0652,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP112,LTMD-CN6-G1993-DH,1993,6,112,3,510,90.92,0.0431,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP113,LTMD-CN6-G1993-DH,1993,6,113,3,502,91.79,0.0418,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP114,LTMD-CN6-G1993-DH,1993,6,114,3,215,82.60,0.1442,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP115,LTMD-CN6-G1993-DH,1993,6,115,3,169,76.82,0.2249,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP116,LTMD-CN6-G1993-DH,1993,6,116,3,263,88.04,0.0570,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP117,LTMD-CN6-G1993-DH,1993,6,117,3,435,87.57,0.0920,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP118,LTMD-CN6-G1993-DH,1993,6,118,3,322,85.41,0.1056,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP119,LTMD-CN6-G1993-DH,1993,6,119,3,405,86.90,0.1086,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP120,LTMD-CN6-G1993-DH,1993,6,120,3,294,91.94,0.0272,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP121,LTMD-CN6-G1993-DH,1993,6,121,3,351,87.13,0.0940,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP122,LTMD-CN6-G1993-DH,1993,6,122,3,456,86.04,0.0965,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP123,LTMD-CN6-G1993-DH,1993,6,123,3,379,82.66,0.1214,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP124,LTMD-CN6-G1993-DH,1993,6,124,3,438,87.40,0.0731,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP125,LTMD-CN6-G1993-DH,1993,6,125,3,354,89.99,0.0621,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP126,LTMD-CN6-G1993-DH,1993,6,126,3,33,86.97,0.0606,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP127,LTMD-CN6-G1993-DH,1993,6,127,3,372,85.48,0.1183,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP128,LTMD-CN6-G1993-DH,1993,6,128,3,375,87.91,0.0800,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP129,LTMD-CN6-G1993-DH,1993,6,129,3,220,82.60,0.1682,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP130,LTMD-CN6-G1993-DH,1993,6,130,3,430,91.08,0.0326,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP131,LTMD-CN6-G1993-DH,1993,6,131,3,384,89.11,0.0599,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP132,LTMD-CN6-G1993-DH,1993,6,132,3,413,87.39,0.0726,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP133,LTMD-CN6-G1993-DH,1993,6,133,3,257,89.90,0.0700,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP134,LTMD-CN6-G1993-DH,1993,6,134,3,424,90.65,0.0425,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP135,LTMD-CN6-G1993-DH,1993,6,135,3,398,85.37,0.1005,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP136,LTMD-CN6-G1993-DH,1993,6,136,3,242,92.92,0.0165,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP137,LTMD-CN6-G1993-DH,1993,6,137,3,300,86.11,0.0700,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP138,LTMD-CN6-G1993-DH,1993,6,138,3,433,91.96,0.0300,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP139,LTMD-CN6-G1993-DH,1993,6,139,3,344,90.99,0.0465,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP140,LTMD-CN6-G1993-DH,1993,6,140,3,339,81.41,0.1681,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP141,LTMD-CN6-G1993-DH,1993,6,141,3,367,92.26,0.0163,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP142,LTMD-CN6-G1993-DH,1993,6,142,3,213,91.40,0.0188,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP143,LTMD-CN6-G1993-DH,1993,6,143,3,373,90.41,0.0429,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP144,LTMD-CN6-G1993-DH,1993,6,144,3,238,88.39,0.0588,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP145,LTMD-CN6-G1993-DH,1993,6,145,3,291,91.31,0.0447,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP146,LTMD-CN6-G1993-DH,1993,6,146,3,211,90.81,0.0474,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP147,LTMD-CN6-G1993-DH,1993,6,147,3,161,93.17,0.0186,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP148,LTMD-CN6-G1993-DH,1993,6,148,3,116,93.51,0.0086,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP149,LTMD-CN6-G1993-DH,1993,6,149,3,281,90.85,0.0391,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP150,LTMD-CN6-G1993-DH,1993,6,150,3,315,84.56,0.1143,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP151,LTMD-CN6-G1993-DH,1993,6,151,3,316,88.49,0.0823,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP152,LTMD-CN6-G1993-DH,1993,6,152,3,324,89.66,0.0525,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP153,LTMD-CN6-G1993-DH,1993,6,153,3,312,90.26,0.0545,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP154,LTMD-CN6-G1993-DH,1993,6,154,3,382,88.41,0.0759,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP155,LTMD-CN6-G1993-DH,1993,6,155,3,358,89.40,0.0475,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP156,LTMD-CN6-G1993-DH,1993,6,156,3,328,85.73,0.1067,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP157,LTMD-CN6-G1993-DH,1993,6,157,3,302,93.09,0.0298,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP158,LTMD-CN6-G1993-DH,1993,6,158,3,208,85.50,0.1202,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP159,LTMD-CN6-G1993-DH,1993,6,159,3,310,92.67,0.0161,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP160,LTMD-CN6-G1993-DH,1993,6,160,3,304,89.14,0.0658,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP161,LTMD-CN6-G1993-DH,1993,6,161,3,216,90.72,0.0370,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP162,LTMD-CN6-G1993-DH,1993,6,162,3,172,92.46,0.0581,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP163,LTMD-CN6-G1993-DH,1993,6,163,6,87,35.01,0.8046,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP164,LTMD-CN6-G1993-DH,1993,6,164,3,257,86.17,0.1051,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP165,LTMD-CN6-G1993-DH,1993,6,165,3,279,82.75,0.1505,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP166,LTMD-CN6-G1993-DH,1993,6,166,3,291,88.14,0.0550,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP167,LTMD-CN6-G1993-DH,1993,6,167,3,130,83.75,0.1154,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP168,LTMD-CN6-G1993-DH,1993,6,168,3,391,92.65,0.0230,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP169,LTMD-CN6-G1993-DH,1993,6,169,3,12,39.33,0.5833,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP170,LTMD-CN6-G1993-DH,1993,6,170,3,32,76.82,0.3125,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP171,LTMD-CN6-G1993-DH,1993,6,171,3,410,83.90,0.1293,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP172,LTMD-CN6-G1993-DH,1993,6,172,3,256,89.25,0.0625,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP173,LTMD-CN6-G1993-DH,1993,6,173,3,402,88.00,0.0871,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP174,LTMD-CN6-G1993-DH,1993,6,174,3,264,88.15,0.0720,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP175,LTMD-CN6-G1993-DH,1993,6,175,3,163,87.67,0.0982,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP176,LTMD-CN6-G1993-DH,1993,6,176,3,298,84.53,0.1174,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP177,LTMD-CN6-G1993-DH,1993,6,177,3,307,86.70,0.1042,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP178,LTMD-CN6-G1993-DH,1993,6,178,3,212,91.66,0.0330,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP179,LTMD-CN6-G1993-DH,1993,6,179,3,176,87.11,0.0909,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP180,LTMD-CN6-G1993-DH,1993,6,180,3,254,93.94,0.0157,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP181,LTMD-CN6-G1993-DH,1993,6,181,3,292,84.68,0.1267,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP182,LTMD-CN6-G1993-DH,1993,6,182,3,278,83.58,0.1403,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP183,LTMD-CN6-G1993-DH,1993,6,183,3,203,88.85,0.0739,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP184,LTMD-CN6-G1993-DH,1993,6,184,3,426,90.74,0.0305,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP185,LTMD-CN6-G1993-DH,1993,6,185,3,81,85.98,0.1111,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP186,LTMD-CN6-G1993-DH,1993,6,186,3,357,86.44,0.0924,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP187,LTMD-CN6-G1993-DH,1993,6,187,3,275,83.06,0.1527,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP188,LTMD-CN6-G1993-DH,1993,6,188,3,385,87.90,0.0831,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP189,LTMD-CN6-G1993-DH,1993,6,189,3,321,81.45,0.1495,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP190,LTMD-CN6-G1993-DH,1993,6,190,3,292,86.57,0.0959,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP191,LTMD-CN6-G1993-DH,1993,6,191,3,352,80.13,0.1903,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1993-DH-VP192,LTMD-CN6-G1993-DH,1993,6,192,3,272,88.44,0.0846,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
