ocr_version,page_id,book_id,catalog_generation,grade,viewer_page,asset_status,source_bytes,source_sha256_verified,attempts,selected_psm,recognized_words,ocr_chars,mean_word_confidence,median_word_confidence,low_confidence_word_rate,ocr_class,ocr_status,error
CN46_OCR_0.1,LTMD-CN4-G1972-VP119,LTMD-CN4-G1972,1972,4,119,source_jpeg,34747,1,psm3:ok:14,3,14,70,65.74,75.48,0.3571,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP120,LTMD-CN4-G1972,1972,4,120,source_jpeg,59366,1,psm3:ok:150,3,150,706,91.04,96.05,0.0533,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP121,LTMD-CN4-G1972,1972,4,121,source_jpeg,50647,1,psm3:ok:104,3,104,541,83.72,95.03,0.1346,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP122,LTMD-CN4-G1972,1972,4,122,source_jpeg,37990,1,psm3:ok:27,3,27,151,69.68,71.23,0.2222,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP123,LTMD-CN4-G1972,1972,4,123,source_jpeg,42499,1,psm3:ok:80,3,80,393,87.20,96.00,0.0875,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP124,LTMD-CN4-G1972,1972,4,124,source_jpeg,44049,1,psm3:ok:79,3,79,335,90.87,96.27,0.0506,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP125,LTMD-CN4-G1972,1972,4,125,source_jpeg,49846,1,psm3:ok:20,3,20,120,90.79,96.59,0.0500,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP126,LTMD-CN4-G1972,1972,4,126,source_jpeg,39798,1,psm3:ok:6,3,6,20,89.58,95.65,0.1667,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP127,LTMD-CN4-G1972,1972,4,127,source_jpeg,50508,1,psm3:ok:108,3,108,544,92.01,96.40,0.0370,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP128,LTMD-CN4-G1972,1972,4,128,source_jpeg,48084,1,psm3:ok:115,3,115,584,90.54,96.03,0.0609,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP129,LTMD-CN4-G1972,1972,4,129,source_jpeg,33302,1,psm3:ok:4,3,4,17,78.07,90.74,0.2500,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP130,LTMD-CN4-G1972,1972,4,130,source_jpeg,67404,1,psm3:ok:96,3,96,461,92.17,96.23,0.0417,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP131,LTMD-CN4-G1972,1972,4,131,source_jpeg,50477,1,psm3:ok:28,3,28,158,89.10,96.00,0.0714,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP132,LTMD-CN4-G1972,1972,4,132,source_jpeg,50468,1,psm3:ok:47,3,47,248,84.51,95.81,0.1277,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP133,LTMD-CN4-G1972,1972,4,133,source_jpeg,57469,1,psm3:ok:97,3,97,495,92.86,96.13,0.0206,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP134,LTMD-CN4-G1972,1972,4,134,source_jpeg,58151,1,psm3:ok:138,3,138,603,89.39,95.80,0.0725,text_detected,ok,
