family,category,catalog_generation,stratum,n_fragments,A_count,A_rate,A_per_100,B_count,B_rate,B_per_100,consensus_positive_count,consensus_positive_rate,consensus_positive_per_100,method_sensitive_count,method_sensitive_rate,consensus_negative_count,consensus_negative_rate,comparison_version
action,experiment,1993,all_body_fragments,2513,2,0.00079586,0.0796,213,0.08475925,8.4759,1,0.00039793,0.0398,213,0.08475925,2299,0.91484282,HISTCOMP_0.1
action,investigate,1993,all_body_fragments,2513,18,0.00716275,0.7163,118,0.04695583,4.6956,9,0.00358138,0.3581,118,0.04695583,2386,0.94946279,HISTCOMP_0.1
action,predict,1993,all_body_fragments,2513,1,0.00039793,0.0398,67,0.02666136,2.6661,0,0.0,0.0,68,0.02705929,2445,0.97294071,HISTCOMP_0.1
action,infer,1993,all_body_fragments,2513,1,0.00039793,0.0398,48,0.01910068,1.9101,1,0.00039793,0.0398,47,0.01870275,2465,0.98089932,HISTCOMP_0.1
action,discuss,1993,all_body_fragments,2513,23,0.00915241,0.9152,71,0.02825308,2.8253,7,0.00278552,0.2786,80,0.03183446,2426,0.96538002,HISTCOMP_0.1
action,solve,1993,all_body_fragments,2513,6,0.00238758,0.2388,221,0.0879427,8.7943,5,0.00198965,0.199,217,0.08635097,2291,0.91165937,HISTCOMP_0.1
action,create,1993,all_body_fragments,2513,42,0.01671309,1.6713,60,0.02387585,2.3876,10,0.00397931,0.3979,82,0.03263032,2421,0.96339037,HISTCOMP_0.1
action,decide,1993,all_body_fragments,2513,10,0.00397931,0.3979,186,0.07401512,7.4015,6,0.00238758,0.2388,184,0.07321926,2323,0.92439316,HISTCOMP_0.1
action,act_on_environment,1993,all_body_fragments,2513,2,0.00079586,0.0796,197,0.07839236,7.8392,1,0.00039793,0.0398,197,0.07839236,2315,0.92120971,HISTCOMP_0.1
action,observe,1993,nonheading,1337,50,0.03739716,3.7397,195,0.14584892,14.5849,21,0.01570681,1.5707,203,0.15183246,1113,0.83246073,HISTCOMP_0.1
action,describe,1993,nonheading,1337,3,0.00224383,0.2244,171,0.12789828,12.7898,1,0.00074794,0.0748,172,0.12864622,1164,0.87060583,HISTCOMP_0.1
action,recall,1993,nonheading,1337,9,0.00673149,0.6731,92,0.06881077,6.8811,4,0.00299177,0.2992,93,0.06955871,1240,0.92744951,HISTCOMP_0.1
action,explain,1993,nonheading,1337,19,0.01421092,1.4211,139,0.1039641,10.3964,8,0.00598355,0.5984,142,0.10620793,1187,0.88780853,HISTCOMP_0.1
action,compare,1993,nonheading,1337,19,0.01421092,1.4211,81,0.0605834,6.0583,4,0.00299177,0.2992,92,0.06881077,1241,0.92819746,HISTCOMP_0.1
action,classify,1993,nonheading,1337,2,0.00149589,0.1496,65,0.04861631,4.8616,1,0.00074794,0.0748,65,0.04861631,1271,0.95063575,HISTCOMP_0.1
action,measure,1993,nonheading,1337,7,0.0052356,0.5236,65,0.04861631,4.8616,5,0.00373972,0.374,62,0.04637248,1270,0.94988781,HISTCOMP_0.1
action,experiment,1993,nonheading,1337,2,0.00149589,0.1496,213,0.15931189,15.9312,1,0.00074794,0.0748,213,0.15931189,1123,0.83994016,HISTCOMP_0.1
action,investigate,1993,nonheading,1337,18,0.01346298,1.3463,118,0.08825729,8.8257,9,0.00673149,0.6731,118,0.08825729,1210,0.90501122,HISTCOMP_0.1
action,predict,1993,nonheading,1337,1,0.00074794,0.0748,67,0.05011219,5.0112,0,0.0,0.0,68,0.05086013,1269,0.94913987,HISTCOMP_0.1
action,infer,1993,nonheading,1337,1,0.00074794,0.0748,48,0.03590127,3.5901,1,0.00074794,0.0748,47,0.03515333,1289,0.96409873,HISTCOMP_0.1
action,discuss,1993,nonheading,1337,23,0.01720269,1.7203,71,0.05310396,5.3104,7,0.0052356,0.5236,80,0.05983545,1250,0.93492895,HISTCOMP_0.1
action,solve,1993,nonheading,1337,6,0.00448766,0.4488,221,0.16529544,16.5295,5,0.00373972,0.374,217,0.16230366,1115,0.83395662,HISTCOMP_0.1
action,create,1993,nonheading,1337,42,0.03141361,3.1414,60,0.04487659,4.4877,10,0.00747943,0.7479,82,0.06133134,1245,0.93118923,HISTCOMP_0.1
action,decide,1993,nonheading,1337,10,0.00747943,0.7479,186,0.13911743,13.9117,6,0.00448766,0.4488,184,0.13762154,1147,0.8578908,HISTCOMP_0.1
action,act_on_environment,1993,nonheading,1337,2,0.00149589,0.1496,197,0.1473448,14.7345,1,0.00074794,0.0748,197,0.1473448,1139,0.85190726,HISTCOMP_0.1
action,observe,1993,certain_nonheading,15,1,0.06666667,6.6667,3,0.2,20.0,1,0.06666667,6.6667,2,0.13333333,12,0.8,HISTCOMP_0.1
action,describe,1993,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,recall,1993,certain_nonheading,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,15,1.0,HISTCOMP_0.1
action,explain,1993,certain_nonheading,15,0,0.0,0.0,5,0.33333333,33.3333,0,0.0,0.0,5,0.33333333,10,0.66666667,HISTCOMP_0.1
action,compare,1993,certain_nonheading,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,15,1.0,HISTCOMP_0.1
action,classify,1993,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,measure,1993,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,experiment,1993,certain_nonheading,15,0,0.0,0.0,5,0.33333333,33.3333,0,0.0,0.0,5,0.33333333,10,0.66666667,HISTCOMP_0.1
action,investigate,1993,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,predict,1993,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,infer,1993,certain_nonheading,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,15,1.0,HISTCOMP_0.1
action,discuss,1993,certain_nonheading,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,15,1.0,HISTCOMP_0.1
action,solve,1993,certain_nonheading,15,1,0.06666667,6.6667,5,0.33333333,33.3333,1,0.06666667,6.6667,4,0.26666667,10,0.66666667,HISTCOMP_0.1
action,create,1993,certain_nonheading,15,1,0.06666667,6.6667,4,0.26666667,26.6667,1,0.06666667,6.6667,3,0.2,11,0.73333333,HISTCOMP_0.1
action,decide,1993,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,act_on_environment,1993,certain_nonheading,15,0,0.0,0.0,6,0.4,40.0,0,0.0,0.0,6,0.4,9,0.6,HISTCOMP_0.1
action,observe,1993,textual_only_certain_nonheading,13,1,0.07692308,7.6923,3,0.23076923,23.0769,1,0.07692308,7.6923,2,0.15384615,10,0.76923077,HISTCOMP_0.1
action,describe,1993,textual_only_certain_nonheading,13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13,1.0,HISTCOMP_0.1
action,recall,1993,textual_only_certain_nonheading,13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13,1.0,HISTCOMP_0.1
action,explain,1993,textual_only_certain_nonheading,13,0,0.0,0.0,4,0.30769231,30.7692,0,0.0,0.0,4,0.30769231,9,0.69230769,HISTCOMP_0.1
action,compare,1993,textual_only_certain_nonheading,13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13,1.0,HISTCOMP_0.1
action,classify,1993,textual_only_certain_nonheading,13,0,0.0,0.0,1,0.07692308,7.6923,0,0.0,0.0,1,0.07692308,12,0.92307692,HISTCOMP_0.1
action,measure,1993,textual_only_certain_nonheading,13,0,0.0,0.0,1,0.07692308,7.6923,0,0.0,0.0,1,0.07692308,12,0.92307692,HISTCOMP_0.1
action,experiment,1993,textual_only_certain_nonheading,13,0,0.0,0.0,4,0.30769231,30.7692,0,0.0,0.0,4,0.30769231,9,0.69230769,HISTCOMP_0.1
action,investigate,1993,textual_only_certain_nonheading,13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13,1.0,HISTCOMP_0.1
action,predict,1993,textual_only_certain_nonheading,13,0,0.0,0.0,1,0.07692308,7.6923,0,0.0,0.0,1,0.07692308,12,0.92307692,HISTCOMP_0.1
action,infer,1993,textual_only_certain_nonheading,13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13,1.0,HISTCOMP_0.1
action,discuss,1993,textual_only_certain_nonheading,13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13,1.0,HISTCOMP_0.1
action,solve,1993,textual_only_certain_nonheading,13,1,0.07692308,7.6923,5,0.38461538,38.4615,1,0.07692308,7.6923,4,0.30769231,8,0.61538462,HISTCOMP_0.1
action,create,1993,textual_only_certain_nonheading,13,0,0.0,0.0,3,0.23076923,23.0769,0,0.0,0.0,3,0.23076923,10,0.76923077,HISTCOMP_0.1
action,decide,1993,textual_only_certain_nonheading,13,0,0.0,0.0,1,0.07692308,7.6923,0,0.0,0.0,1,0.07692308,12,0.92307692,HISTCOMP_0.1
action,act_on_environment,1993,textual_only_certain_nonheading,13,0,0.0,0.0,5,0.38461538,38.4615,0,0.0,0.0,5,0.38461538,8,0.61538462,HISTCOMP_0.1
action,observe,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,describe,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,1,0.5,50.0,0,0.0,0.0,1,0.5,1,0.5,HISTCOMP_0.1
action,recall,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,explain,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,1,0.5,50.0,0,0.0,0.0,1,0.5,1,0.5,HISTCOMP_0.1
action,compare,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,classify,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,measure,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,experiment,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,1,0.5,50.0,0,0.0,0.0,1,0.5,1,0.5,HISTCOMP_0.1
action,investigate,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,1,0.5,50.0,0,0.0,0.0,1,0.5,1,0.5,HISTCOMP_0.1
action,predict,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,infer,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,discuss,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,solve,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,create,1993,mixed_text_image_certain_nonheading,2,1,0.5,50.0,1,0.5,50.0,1,0.5,50.0,0,0.0,1,0.5,HISTCOMP_0.1
action,decide,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,1.0,HISTCOMP_0.1
action,act_on_environment,1993,mixed_text_image_certain_nonheading,2,0,0.0,0.0,1,0.5,50.0,0,0.0,0.0,1,0.5,1,0.5,HISTCOMP_0.1
action,observe,2014,all_body_fragments,2641,35,0.01325256,1.3253,144,0.0545248,5.4525,9,0.0034078,0.3408,161,0.06096176,2471,0.93563044,HISTCOMP_0.1
action,describe,2014,all_body_fragments,2641,5,0.00189322,0.1893,99,0.0374858,3.7486,1,0.00037864,0.0379,102,0.03862173,2538,0.96099962,HISTCOMP_0.1
action,recall,2014,all_body_fragments,2641,5,0.00189322,0.1893,66,0.02499053,2.4991,0,0.0,0.0,71,0.02688376,2570,0.97311624,HISTCOMP_0.1
action,explain,2014,all_body_fragments,2641,28,0.01060204,1.0602,81,0.0306702,3.067,12,0.00454373,0.4544,85,0.03218478,2544,0.96327149,HISTCOMP_0.1
action,compare,2014,all_body_fragments,2641,13,0.00492238,0.4922,38,0.01438849,1.4388,3,0.00113593,0.1136,45,0.017039,2593,0.98182507,HISTCOMP_0.1
action,classify,2014,all_body_fragments,2641,2,0.00075729,0.0757,50,0.01893222,1.8932,0,0.0,0.0,52,0.01968951,2589,0.98031049,HISTCOMP_0.1
action,measure,2014,all_body_fragments,2641,7,0.00265051,0.2651,51,0.01931087,1.9311,5,0.00189322,0.1893,48,0.01817493,2588,0.97993184,HISTCOMP_0.1
action,experiment,2014,all_body_fragments,2641,9,0.0034078,0.3408,177,0.06702007,6.702,2,0.00075729,0.0757,182,0.06891329,2457,0.93032942,HISTCOMP_0.1
action,investigate,2014,all_body_fragments,2641,46,0.01741764,1.7418,95,0.03597122,3.5971,12,0.00454373,0.4544,117,0.0443014,2512,0.95115487,HISTCOMP_0.1
action,predict,2014,all_body_fragments,2641,0,0.0,0.0,60,0.02271867,2.2719,0,0.0,0.0,60,0.02271867,2581,0.97728133,HISTCOMP_0.1
action,infer,2014,all_body_fragments,2641,2,0.00075729,0.0757,24,0.00908747,0.9087,0,0.0,0.0,26,0.00984476,2615,0.99015524,HISTCOMP_0.1
action,discuss,2014,all_body_fragments,2641,10,0.00378644,0.3786,36,0.0136312,1.3631,4,0.00151458,0.1515,38,0.01438849,2599,0.98409693,HISTCOMP_0.1
action,solve,2014,all_body_fragments,2641,8,0.00302916,0.3029,167,0.06323362,6.3234,5,0.00189322,0.1893,165,0.06247633,2471,0.93563044,HISTCOMP_0.1
action,create,2014,all_body_fragments,2641,22,0.00833018,0.833,51,0.01931087,1.9311,4,0.00151458,0.1515,65,0.02461189,2572,0.97387353,HISTCOMP_0.1
action,decide,2014,all_body_fragments,2641,4,0.00151458,0.1515,125,0.04733056,4.7331,1,0.00037864,0.0379,127,0.04808785,2513,0.95153351,HISTCOMP_0.1
action,act_on_environment,2014,all_body_fragments,2641,8,0.00302916,0.3029,187,0.07080651,7.0807,5,0.00189322,0.1893,185,0.07004922,2451,0.92805755,HISTCOMP_0.1
action,observe,2014,nonheading,1105,35,0.03167421,3.1674,144,0.13031674,13.0317,9,0.0081448,0.8145,161,0.14570136,935,0.84615385,HISTCOMP_0.1
action,describe,2014,nonheading,1105,5,0.00452489,0.4525,99,0.08959276,8.9593,1,0.00090498,0.0905,102,0.09230769,1002,0.90678733,HISTCOMP_0.1
action,recall,2014,nonheading,1105,5,0.00452489,0.4525,66,0.05972851,5.9729,0,0.0,0.0,71,0.06425339,1034,0.93574661,HISTCOMP_0.1
action,explain,2014,nonheading,1105,28,0.02533937,2.5339,81,0.07330317,7.3303,12,0.01085973,1.086,85,0.07692308,1008,0.91221719,HISTCOMP_0.1
action,compare,2014,nonheading,1105,13,0.01176471,1.1765,38,0.03438914,3.4389,3,0.00271493,0.2715,45,0.04072398,1057,0.95656109,HISTCOMP_0.1
action,classify,2014,nonheading,1105,2,0.00180995,0.181,50,0.04524887,4.5249,0,0.0,0.0,52,0.04705882,1053,0.95294118,HISTCOMP_0.1
action,measure,2014,nonheading,1105,7,0.00633484,0.6335,51,0.04615385,4.6154,5,0.00452489,0.4525,48,0.04343891,1052,0.9520362,HISTCOMP_0.1
action,experiment,2014,nonheading,1105,9,0.0081448,0.8145,177,0.160181,16.0181,2,0.00180995,0.181,182,0.16470588,921,0.83348416,HISTCOMP_0.1
action,investigate,2014,nonheading,1105,46,0.04162896,4.1629,95,0.08597285,8.5973,12,0.01085973,1.086,117,0.10588235,976,0.88325792,HISTCOMP_0.1
action,predict,2014,nonheading,1105,0,0.0,0.0,60,0.05429864,5.4299,0,0.0,0.0,60,0.05429864,1045,0.94570136,HISTCOMP_0.1
action,infer,2014,nonheading,1105,2,0.00180995,0.181,24,0.02171946,2.1719,0,0.0,0.0,26,0.02352941,1079,0.97647059,HISTCOMP_0.1
action,discuss,2014,nonheading,1105,10,0.00904977,0.905,36,0.03257919,3.2579,4,0.00361991,0.362,38,0.03438914,1063,0.96199095,HISTCOMP_0.1
action,solve,2014,nonheading,1105,8,0.00723982,0.724,167,0.15113122,15.1131,5,0.00452489,0.4525,165,0.14932127,935,0.84615385,HISTCOMP_0.1
action,create,2014,nonheading,1105,22,0.0199095,1.991,51,0.04615385,4.6154,4,0.00361991,0.362,65,0.05882353,1036,0.93755656,HISTCOMP_0.1
action,decide,2014,nonheading,1105,4,0.00361991,0.362,125,0.11312217,11.3122,1,0.00090498,0.0905,127,0.11493213,977,0.8841629,HISTCOMP_0.1
action,act_on_environment,2014,nonheading,1105,8,0.00723982,0.724,187,0.16923077,16.9231,5,0.00452489,0.4525,185,0.16742081,915,0.8280543,HISTCOMP_0.1
action,observe,2014,certain_nonheading,12,2,0.16666667,16.6667,1,0.08333333,8.3333,1,0.08333333,8.3333,1,0.08333333,10,0.83333333,HISTCOMP_0.1
action,describe,2014,certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
action,recall,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,explain,2014,certain_nonheading,12,1,0.08333333,8.3333,2,0.16666667,16.6667,1,0.08333333,8.3333,1,0.08333333,10,0.83333333,HISTCOMP_0.1
action,compare,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,classify,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,measure,2014,certain_nonheading,12,0,0.0,0.0,3,0.25,25.0,0,0.0,0.0,3,0.25,9,0.75,HISTCOMP_0.1
action,experiment,2014,certain_nonheading,12,0,0.0,0.0,4,0.33333333,33.3333,0,0.0,0.0,4,0.33333333,8,0.66666667,HISTCOMP_0.1
action,investigate,2014,certain_nonheading,12,0,0.0,0.0,1,0.08333333,8.3333,0,0.0,0.0,1,0.08333333,11,0.91666667,HISTCOMP_0.1
action,predict,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,infer,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,discuss,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,solve,2014,certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
action,create,2014,certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,decide,2014,certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
action,act_on_environment,2014,certain_nonheading,12,0,0.0,0.0,6,0.5,50.0,0,0.0,0.0,6,0.5,6,0.5,HISTCOMP_0.1
action,observe,2014,textual_only_certain_nonheading,12,2,0.16666667,16.6667,1,0.08333333,8.3333,1,0.08333333,8.3333,1,0.08333333,10,0.83333333,HISTCOMP_0.1
action,describe,2014,textual_only_certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
action,recall,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,explain,2014,textual_only_certain_nonheading,12,1,0.08333333,8.3333,2,0.16666667,16.6667,1,0.08333333,8.3333,1,0.08333333,10,0.83333333,HISTCOMP_0.1
action,compare,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,classify,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,measure,2014,textual_only_certain_nonheading,12,0,0.0,0.0,3,0.25,25.0,0,0.0,0.0,3,0.25,9,0.75,HISTCOMP_0.1
action,experiment,2014,textual_only_certain_nonheading,12,0,0.0,0.0,4,0.33333333,33.3333,0,0.0,0.0,4,0.33333333,8,0.66666667,HISTCOMP_0.1
action,investigate,2014,textual_only_certain_nonheading,12,0,0.0,0.0,1,0.08333333,8.3333,0,0.0,0.0,1,0.08333333,11,0.91666667,HISTCOMP_0.1
action,predict,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,infer,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,discuss,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,solve,2014,textual_only_certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
action,create,2014,textual_only_certain_nonheading,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,12,1.0,HISTCOMP_0.1
action,decide,2014,textual_only_certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
action,act_on_environment,2014,textual_only_certain_nonheading,12,0,0.0,0.0,6,0.5,50.0,0,0.0,0.0,6,0.5,6,0.5,HISTCOMP_0.1
action,observe,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,describe,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,recall,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,explain,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,compare,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,classify,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,measure,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,experiment,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,investigate,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,predict,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,infer,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,discuss,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,solve,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,create,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,decide,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,act_on_environment,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
