segmenter_version,viewer_key,fragment_count,segmented_page_count,activity_candidate,assessment_candidate,experiment_candidate,expository_candidate,instruction_candidate,project_candidate,question_candidate,short_residual_candidate
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2014P4DMA,1803,221,62,0,21,204,98,0,349,1069
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2014P4DMM,4687,315,73,0,91,566,601,0,831,2525
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2014P5DMA,1849,206,50,0,17,188,136,0,404,1054
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2014P5DMM,4168,276,90,0,75,496,542,0,779,2186
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2014P6DMA,1459,165,62,0,5,142,110,0,287,853
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2014P6DMM,3530,233,88,0,83,394,503,0,663,1799
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2018P1MAA,2239,192,65,4,14,146,297,0,490,1223
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2018P1MAM,5254,157,266,32,154,610,919,7,963,2303
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2018P2MAA,2494,202,74,4,15,197,353,1,605,1245
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2018P2MAM,4769,156,216,28,139,687,901,8,999,1791
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P1MAA,2234,195,65,4,14,133,285,0,491,1242
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P1MAM,5114,157,256,31,157,617,910,7,956,2180
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P2MAA,2313,201,73,3,15,201,345,1,594,1081
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P2MAM,4806,157,216,29,141,681,896,8,1005,1830
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P3DMA,1778,193,53,0,15,176,115,0,330,1089
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P4DMA,1702,220,61,0,20,200,98,0,347,976
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P5DMA,1807,205,50,0,17,184,133,0,406,1017
FRAGSEG_LTMD_U1_W2_MATH_0.2,H2019P6DMA,1477,164,61,0,5,170,109,0,283,849
FRAGSEG_LTMD_U1_W2_MATH_0.2,ALL,135727,10145,3491,184,2097,14301,18660,62,28102,68830
