coverage_version,wave_priority,wave_label,queue_status,operational_domain,viewer_key,catalog_generation,grade_code,title_core,asset_status,effective_fragseg_coverage,coverage_inherited_from_viewer,source_url
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P4LEA,2019,4,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P4LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P5ESA,2019,5,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P5ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P5LEA,2019,5,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P5LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P6ESA,2019,6,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P6ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P6LEA,2019,6,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P6LEA.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1972P1CI060,1972,1,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P1CI060.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1972P2CI065,1972,2,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P2CI065.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1972P3CI072,1972,3,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P3CI072.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1972P4CI078,1972,4,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P4CI078.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1972P5CI085,1972,5,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P5CI085.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1972P6CI091,1972,6,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P6CI091.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1982P4CI384,1982,4,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P4CI384.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1982P5CI390,1982,5,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P5CI390.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1982P6CI396,1982,6,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P6CI396.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1988P3CI115,1988,3,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P3CI115.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1988P4CI120,1988,4,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P4CI120.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1988P5CI124,1988,5,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P5CI124.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H1988P6CI130,1988,6,CIENCIAS SOCIALES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P6CI130.htm
LTMD_U1_COVERAGE_0.5,4,U1-W4-ciencias_sociales,queued,ciencias_sociales,H2008P2CI256,2008,2,EXPLORACIOÓN DE NATURALEZA Y LA SOCIEDAD,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P2CI256.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H1993P4HI198,1993,4,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P4HI198.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H1993P5HI206,1993,5,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P5HI206.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H1993P6HI214,1993,6,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P6HI214.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2008P4HI275,2008,4,HISTORIA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P4HI275.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2008P5HI284,2008,5,HISTORIA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P5HI284.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2008P6HI290,2008,6,HISTORIA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P6HI290.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2011P4HI323,2011,4,HISTORIA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4HI323.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2011P5HI333,2011,5,HISTORIA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5HI333.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2011P6HI342,2011,6,HISTORIA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P6HI342.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2014P4HIA,2014,4,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2014P5HIA,2014,5,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2014P6HIA,2014,6,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P6HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2018P4HIA,2018,4,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2018P5HIA,2018,5,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2018P6HIA,2018,6,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P6HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2019P4HIA,2019,4,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P4HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2019P5HIA,2019,5,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P5HIA.htm
LTMD_U1_COVERAGE_0.5,5,U1-W5-historia,queued,historia,H2019P6HIA,2019,6,Historia,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P6HIA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1960P3GE008.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1960P3GE009,1960,3,MI LIBRO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1960P3GE009.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1960P4GE015,1960,4,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1960P4GE015.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1960P4GE016,1960,4,MI LIBRO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1960P4GE016.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P3GE352,1966,3,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P3GE352.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P3GE353,1966,3,MI LIBRO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P3GE353.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P4GE360,1966,4,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P4GE360.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P4GE364,1966,4,MI LIBRO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P4GE364.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P5GE367,1966,5,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P5GE367.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P5GE368,1966,5,MI LIBRO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P5GE368.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1966P6GE378,1966,6,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P6GE378.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1993P4GE196,1993,4,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P4GE196.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1993P4GE197,1993,4,Atlas de México,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P4GE197.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1993P5GE203,1993,5,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P5GE203.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1993P5GE204,1993,5,Atlas de Geografía Universal,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P5GE204.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1993P5GE205,1993,5,Atlas de Geografía Universal,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P5GE205.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H1993P6GE213,1993,6,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P6GE213.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2008P4GE273,2008,4,GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P4GE273.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2008P4GE274,2008,4,ATLAS DE MÉXICO,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P4GE274.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2008P5GE282,2008,5,GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P5GE282.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2008P5GE283,2008,5,ATLAS DE GEPGRAFÍA UNIVERSAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P5GE283.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2008P6GE289,2008,6,GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P6GE289.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2011P4GE321,2011,4,GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4GE321.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2011P4GE322,2011,4,ATLAS DE MÉXICO,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4GE322.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2011P5GE331,2011,5,GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5GE331.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2011P5GE332,2011,5,ATLAS DE GEOGRAFÍA UNIVERSAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5GE332.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2011P6GE341,2011,6,GEOGRAFÍA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P6GE341.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2014P4AMA,2014,4,Atlas de México,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4AMA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2014P4GEA,2014,4,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2014P5AGA,2014,5,Atlas de geografía del mundo,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5AGA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2014P5GEA,2014,5,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2014P6GEA,2014,6,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P6GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2018P4AMA,2018,4,Atlas de México,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4AMA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2018P4GEA,2018,4,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2018P5AGA,2018,5,Atlas de geografía del mundo,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5AGA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2018P5GEA,2018,5,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2018P6GEA,2018,6,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P6GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2019P4AMA,2019,4,Atlas de México,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P4AMA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2019P4GEA,2019,4,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P4GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2019P5AGA,2019,5,Atlas de geografía del mundo,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P5AGA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2019P5GEA,2019,5,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P5GEA.htm
LTMD_U1_COVERAGE_0.5,6,U1-W6-geografia_atlas,queued,geografia_atlas,H2019P6GEA,2019,6,Geografía,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P6GEA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P1CI250.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P1CI251,2008,1,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P1CI251.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P2CI257,2008,2,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P2CI257.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P2CI258,2008,2,FORMACIÓN CÍVICA Y ÉTICA CUADERNO DE TRABAJO,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P2CI258.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P3CI264,2008,3,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P3CI264.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P4CI269,2008,4,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P4CI269.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P5CI278,2008,5,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P5CI278.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2008P6CI286,2008,6,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P6CI286.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2011P1CI294,2011,1,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P1CI294.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2011P2CI301,2011,2,FORMACIÓN CÍVICA Y ÉTICA 2° GRADO,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P2CI301.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2011P3CI308,2011,3,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P3CI308.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2011P4CI315,2011,4,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4CI315.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2011P5CI326,2011,5,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5CI326.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2011P6CI336,2011,6,FORMACIÓN CÍVICA Y ÉTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P6CI336.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2014P1FCA,2014,1,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P1FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2014P2FCA,2014,2,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P2FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2014P3FCA,2014,3,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P3FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2014P4FCA,2014,4,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2014P5FCA,2014,5,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2014P6FCA,2014,6,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P6FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2018P3FCA,2018,3,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P3FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2018P4FCA,2018,4,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2018P5FCA,2018,5,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2018P6FCA,2018,6,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P6FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2019P1FCA,2019,1,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P1FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2019P2FCA,2019,2,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P2FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2019P3FCA,2019,3,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P3FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2019P4FCA,2019,4,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P4FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2019P5FCA,2019,5,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P5FCA.htm
LTMD_U1_COVERAGE_0.5,7,U1-W7-civica_etica,queued,civica_etica,H2019P6FCA,2019,6,Formación Cívica y Ética,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P6FCA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P2ED259.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P5ED279.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2011P1ED295,2011,1,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P1ED295.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2011P2ED302,2011,2,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P2ED302.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2011P3ED309,2011,3,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P3ED309.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2011P4ED317,2011,4,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4ED317.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2011P5ED327,2011,5,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5ED327.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2011P6CI337,2011,6,EDUCACIÓN ARTÍSTICA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P6CI337.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2014P3EAA,2014,3,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P3EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2014P4EAA,2014,4,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2014P5EAA,2014,5,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2014P6EAA,2014,6,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P6EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2018P3EAA,2018,3,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P3EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2018P4EAA,2018,4,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2018P5EAA,2018,5,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2018P6EAA,2018,6,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P6EAA.htm
LTMD_U1_COVERAGE_0.5,8,U1-W8-artes,queued,artes,H2019P3EAA,2019,3,Educación Artística,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P3EAA.htm
