analysis_version,text_sha256,token_count,char_count,occurrence_count,viewer_count,catalog_generation_count,grade_count,first_fragment_id
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,e0c7646044bcd357ce32713ca1b76be78c7735a7205a4c41d866d48801c16f3b,4,23,6,3,2,2,U1-H2008P5ED279-P033-F006
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,f3cd9976e7e2aa63b1370f63fba10a5c1beaaf65076e0ca10a8526bb535f2cde,17,88,6,6,2,3,U1-H2014P4EAA-P087-F004
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,007e1d55fdaabdf079a268e785639496710693380fa2fba658dbc2120b6a4d1b,3,19,5,4,4,2,U1-H2008P2ED259-P040-F003
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,0f29c59a8763adb72a86039737c414a6068642f68fcf253fff44db2abc3cb05f,4,10,5,5,2,4,U1-H2014P3EAA-P087-F008
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,1,1,5,4,3,2,U1-H2011P6CI337-P057-F007
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,1a0008bc3cda10295e8867ce01c98d54a0829cdebff69fc185fea60b7b46d1f6,8,53,5,5,2,4,U1-H2008P2ED259-P095-F008
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,1a975ec3b94d1906a3c7ee459e2e73c99d38c22359d46a1a5c5b7f1c8cc3ec60,2,10,5,5,3,3,U1-H2011P1ED295-P069-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,243a7b77913ebb81b27635fb1fed1270b6f08cfeebc52fea59040b68cc5b3f87,1,2,5,5,4,3,U1-H2008P5ED279-P047-F007
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,27a36f7a0919b3bd0327839a144e4294c3496dc5211b7b9ad24569af56a35753,4,19,5,5,3,4,U1-H2011P6CI337-P095-F006
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3,1,1,5,3,2,2,U1-H2011P2ED302-P065-F006
