ocr_version,page_id,book_id,catalog_generation,grade,viewer_page,asset_status,source_bytes,source_sha256_verified,attempts,selected_psm,recognized_words,ocr_chars,mean_word_confidence,median_word_confidence,low_confidence_word_rate,ocr_class,ocr_status,error
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP092,U1-H1966P6CI374,1966,6,92,source_jpeg,47642,1,psm3:ok:166,3,166,824,88.89,95.90,0.0663,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP093,U1-H1966P6CI374,1966,6,93,source_jpeg,59966,1,psm3:ok:311,3,311,1483,91.12,95.34,0.0322,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP094,U1-H1966P6CI374,1966,6,94,source_jpeg,56548,1,psm3:ok:105,3,105,499,80.30,91.41,0.1619,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP095,U1-H1966P6CI374,1966,6,95,source_jpeg,64036,1,psm3:ok:208,3,208,1001,91.93,95.99,0.0240,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP096,U1-H1966P6CI374,1966,6,96,source_jpeg,74136,1,psm3:ok:378,3,378,1784,89.26,95.44,0.0714,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP097,U1-H1966P6CI374,1966,6,97,source_jpeg,48274,1,psm3:ok:147,3,147,641,87.77,94.12,0.0680,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP098,U1-H1966P6CI374,1966,6,98,source_jpeg,53315,1,psm3:ok:176,3,176,872,89.92,95.82,0.0398,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP099,U1-H1966P6CI374,1966,6,99,source_jpeg,54220,1,psm3:ok:137,3,137,697,83.32,91.16,0.1095,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP100,U1-H1966P6CI374,1966,6,100,source_jpeg,69476,1,psm3:ok:383,3,383,1770,92.37,95.69,0.0261,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP101,U1-H1966P6CI374,1966,6,101,source_jpeg,60140,1,psm3:ok:274,3,274,1270,90.95,95.80,0.0474,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP102,U1-H1966P6CI374,1966,6,102,source_jpeg,74655,1,psm3:ok:382,3,382,1889,92.98,96.09,0.0209,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP103,U1-H1966P6CI374,1966,6,103,source_jpeg,70054,1,psm3:ok:348,3,348,1730,87.33,95.96,0.0948,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP104,U1-H1966P6CI374,1966,6,104,source_jpeg,54619,1,psm3:ok:114,3,114,619,89.84,95.21,0.0351,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP105,U1-H1966P6CI374,1966,6,105,source_jpeg,47096,1,psm3:ok:131,3,131,567,89.37,96.01,0.0763,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP106,U1-H1966P6CI374,1966,6,106,source_jpeg,40328,1,psm3:ok:90,3,90,868,89.95,94.75,0.0556,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP107,U1-H1966P6CI374,1966,6,107,source_jpeg,61085,1,psm3:ok:133,3,133,659,89.31,95.81,0.0752,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP108,U1-H1966P6CI374,1966,6,108,source_jpeg,43727,1,psm3:ok:118,3,118,538,86.69,95.46,0.1102,text_detected,ok,
