inventory_version,viewer_key,catalog_generation,grade_code,title_core,ag_clave,declared_positions,source_url
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1966P6ES377,1966,6,MI LIBRO DE LENGUA NACIONAL,H1966P6ES377,243,https://historico.conaliteg.gob.mx/H1966P6ES377.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P1ES061,1972,1,ESPAÑOL,H1972P1ES061,225,https://historico.conaliteg.gob.mx/H1972P1ES061.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P1ES062,1972,1,ESPAÑOL RECORTABLE,H1972P1ES062,195,https://historico.conaliteg.gob.mx/H1972P1ES062.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P2ES066,1972,2,ESPAÑOL,H1972P2ES066,243,https://historico.conaliteg.gob.mx/H1972P2ES066.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P2ES067,1972,2,ESPAÑOL EJERCICIOS,H1972P2ES067,147,https://historico.conaliteg.gob.mx/H1972P2ES067.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P2ES068,1972,2,ESPAÑOL LECTURA,H1972P2ES068,169,https://historico.conaliteg.gob.mx/H1972P2ES068.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P3ES073,1972,3,ESPAÑOL,H1972P3ES073,201,https://historico.conaliteg.gob.mx/H1972P3ES073.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P3ES074,1972,3,ESPAÑOL LECTURAS,H1972P3ES074,111,https://historico.conaliteg.gob.mx/H1972P3ES074.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P3ES075,1972,3,ESPAÑOL EJERCICIOS Y LECTURAS,H1972P3ES075,291,https://historico.conaliteg.gob.mx/H1972P3ES075.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P4ES080,1972,4,ESPAÑOL EJERCICIOS,H1972P4ES080,227,https://historico.conaliteg.gob.mx/H1972P4ES080.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P4ES081,1972,4,ESPAÑOL LECTURAS,H1972P4ES081,131,https://historico.conaliteg.gob.mx/H1972P4ES081.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P4ES082,1972,4,ESPAÑOL EJERCICIOS Y LECTURAS,H1972P4ES082,323,https://historico.conaliteg.gob.mx/H1972P4ES082.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P5ES086,1972,5,ESPAÑOL EJERCICIOS,H1972P5ES086,291,https://historico.conaliteg.gob.mx/H1972P5ES086.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P5ES087,1972,5,ESPAÑOL,H1972P5ES087,291,https://historico.conaliteg.gob.mx/H1972P5ES087.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P5ES088,1972,5,ESPAÑOL LECTURAS,H1972P5ES088,129,https://historico.conaliteg.gob.mx/H1972P5ES088.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P6ES092,1972,6,ESPAÑOL EJERCICIOS,H1972P6ES092,179,https://historico.conaliteg.gob.mx/H1972P6ES092.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1972P6ES093,1972,6,ESPAÑOL LECTURAS,H1972P6ES093,105,https://historico.conaliteg.gob.mx/H1972P6ES093.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P2ES100,1982,2,MI LIBRO LECTURAS,H1982P2ES100,147,https://historico.conaliteg.gob.mx/H1982P2ES100.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P3ES104,1982,3,ESPAÑOL EJERCICIOS,H1982P3ES104,211,https://historico.conaliteg.gob.mx/H1982P3ES104.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P3ES105,1982,3,ESPAÑOL LECTURAS,H1982P3ES105,115,https://historico.conaliteg.gob.mx/H1982P3ES105.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P4ES385,1982,4,ESPAÑOL EJERCICIOS,H1982P4ES385,227,https://historico.conaliteg.gob.mx/H1982P4ES385.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P4ES386,1982,4,ESPAÑOL LECTURAS,H1982P4ES386,131,https://historico.conaliteg.gob.mx/H1982P4ES386.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P4ES387,1982,4,ESPAÑOL EJERCICIOS Y LECTURAS,H1982P4ES387,323,https://historico.conaliteg.gob.mx/H1982P4ES387.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P5ES391,1982,5,ESPAÑOL EJERCICIOS,H1982P5ES391,291,https://historico.conaliteg.gob.mx/H1982P5ES391.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P5ES392,1982,5,ESPAÑOL,H1982P5ES392,291,https://historico.conaliteg.gob.mx/H1982P5ES392.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P5ES393,1982,5,ESPAÑOL LECTURAS,H1982P5ES393,129,https://historico.conaliteg.gob.mx/H1982P5ES393.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P6ES397,1982,6,ESPAÑOL EJERCICIOS,H1982P6ES397,179,https://historico.conaliteg.gob.mx/H1982P6ES397.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1982P6ES398,1982,6,ESPAÑOL LECTURAS,H1982P6ES398,105,https://historico.conaliteg.gob.mx/H1982P6ES398.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P2ES114,1988,2,ESPAÑOL LECTURAS,H1988P2ES114,145,https://historico.conaliteg.gob.mx/H1988P2ES114.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P3ES116,1988,3,ESPAÑOL EJERCICIOS,H1988P3ES116,211,https://historico.conaliteg.gob.mx/H1988P3ES116.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P3ES117,1988,3,ESPAÑOL LECTURA,H1988P3ES117,115,https://historico.conaliteg.gob.mx/H1988P3ES117.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P4ES121,1988,4,"ESPAÑOL, EJERCICIOS Y LECTURAS",H1988P4ES121,321,https://historico.conaliteg.gob.mx/H1988P4ES121.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P5ES125,1988,5,ESPAÑOL EJERCICIOS,H1988P5ES125,195,https://historico.conaliteg.gob.mx/H1988P5ES125.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P5ES126,1988,5,ESPAÑOL LECTURA,H1988P5ES126,131,https://historico.conaliteg.gob.mx/H1988P5ES126.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P6ES131,1988,6,ESPAÑOL EJERCICIOS,H1988P6ES131,239,https://historico.conaliteg.gob.mx/H1988P6ES131.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1988P6ES132,1988,6,ESPAN?OL LECTURAS,H1988P6ES132,115,https://historico.conaliteg.gob.mx/H1988P6ES132.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P1ES135,1993,1,Español actividades,H1993P1ES135,227,https://historico.conaliteg.gob.mx/H1993P1ES135.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P1ES136,1993,1,Español recortable,H1993P1ES136,147,https://historico.conaliteg.gob.mx/H1993P1ES136.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P1ES137,1993,1,Español recortable,H1993P1ES137,83,https://historico.conaliteg.gob.mx/H1993P1ES137.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P1ES138,1993,1,Español Lecturas,H1993P1ES138,67,https://historico.conaliteg.gob.mx/H1993P1ES138.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P1ES139,1993,1,Español lecturas,H1993P1ES139,260,https://historico.conaliteg.gob.mx/H1993P1ES139.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P2ES144,1993,2,Español Actividades,H1993P2ES144,203,https://historico.conaliteg.gob.mx/H1993P2ES144.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P2ES145,1993,2,Español Recortable,H1993P2ES145,123,https://historico.conaliteg.gob.mx/H1993P2ES145.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P2ES146,1993,2,Español,H1993P2ES146,227,https://historico.conaliteg.gob.mx/H1993P2ES146.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P2ES147,1993,2,Español Lecturas,H1993P2ES147,259,https://historico.conaliteg.gob.mx/H1993P2ES147.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P2ES148,1993,2,Español Lecturas,H1993P2ES148,147,https://historico.conaliteg.gob.mx/H1993P2ES148.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P3ES154,1993,3,Español Actividades,H1993P3ES154,211,https://historico.conaliteg.gob.mx/H1993P3ES154.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P3ES155,1993,3,Español Lecturas,H1993P3ES155,115,https://historico.conaliteg.gob.mx/H1993P3ES155.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P3ES156,1993,3,Español Lecturas,H1993P3ES156,227,https://historico.conaliteg.gob.mx/H1993P3ES156.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P3ES400,1993,3,Español,H1993P3ES400,179,https://historico.conaliteg.gob.mx/H1993P3ES400.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P4ES193,1993,4,Español,H1993P4ES193,239,https://historico.conaliteg.gob.mx/H1993P4ES193.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P4ES194,1993,4,Español Lecturas,H1993P4ES194,115,https://historico.conaliteg.gob.mx/H1993P4ES194.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P4ES195,1993,4,Español Lecturas,H1993P4ES195,259,https://historico.conaliteg.gob.mx/H1993P4ES195.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P5ES201,1993,5,Español,H1993P5ES201,211,https://historico.conaliteg.gob.mx/H1993P5ES201.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P5ES202,1993,5,Español Lecturas,H1993P5ES202,131,https://historico.conaliteg.gob.mx/H1993P5ES202.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P6ES211,1993,6,Español,H1993P6ES211,211,https://historico.conaliteg.gob.mx/H1993P6ES211.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H1993P6ES212,1993,6,Español Lecturas,H1993P6ES212,115,https://historico.conaliteg.gob.mx/H1993P6ES212.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P1ES253,2008,1,ESPAÑOL 1er GRADO,H2008P1ES253,147,https://historico.conaliteg.gob.mx/H2008P1ES253.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P1ES254,2008,1,ESPAÑOL RECORTABLE,H2008P1ES254,35,https://historico.conaliteg.gob.mx/H2008P1ES254.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P2ES261,2008,2,ESPAÑOL,H2008P2ES261,219,https://historico.conaliteg.gob.mx/H2008P2ES261.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P3ES265,2008,3,ESPAÑOL ACTIVIDADES,H2008P3ES265,210,https://historico.conaliteg.gob.mx/H2008P3ES265.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P3ES266,2008,3,ESPAÑOL LECTURAS,H2008P3ES266,226,https://historico.conaliteg.gob.mx/H2008P3ES266.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P4ES271,2008,4,ESPAÑOL ACTIVIDADES,H2008P4ES271,239,https://historico.conaliteg.gob.mx/H2008P4ES271.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P4ES272,2008,4,ESPAÑOL LECTURAS,H2008P4ES272,257,https://historico.conaliteg.gob.mx/H2008P4ES272.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P5ES281,2008,5,ESPAÑOL,H2008P5ES281,187,https://historico.conaliteg.gob.mx/H2008P5ES281.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2008P6ES288,2008,6,ESPAÑOL,H2008P6ES288,139,https://historico.conaliteg.gob.mx/H2008P6ES288.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P1ES297,2011,1,ESPAÑOL,H2011P1ES297,194,https://historico.conaliteg.gob.mx/H2011P1ES297.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P1ES298,2011,1,ESPAÑOL LECTURAS,H2011P1ES298,82,https://historico.conaliteg.gob.mx/H2011P1ES298.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P2ES304,2011,2,ESPAÑOL,H2011P2ES304,218,https://historico.conaliteg.gob.mx/H2011P2ES304.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P2ES305,2011,2,ESPAÑOL LECTURAS,H2011P2ES305,106,https://historico.conaliteg.gob.mx/H2011P2ES305.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P3ES311,2011,3,ESPAÑOL,H2011P3ES311,162,https://historico.conaliteg.gob.mx/H2011P3ES311.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P3ES312,2011,3,ESPAÑOL LECTURAS,H2011P3ES312,146,https://historico.conaliteg.gob.mx/H2011P3ES312.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P4ES319,2011,4,ESPAÑOL,H2011P4ES319,162,https://historico.conaliteg.gob.mx/H2011P4ES319.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P4ES320,2011,4,ESPAÑOL LECTURAS,H2011P4ES320,186,https://historico.conaliteg.gob.mx/H2011P4ES320.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P5ES329,2011,5,ESPAÑOL,H2011P5ES329,178,https://historico.conaliteg.gob.mx/H2011P5ES329.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P5ES330,2011,5,ESPAÑOL LECTURAS,H2011P5ES330,186,https://historico.conaliteg.gob.mx/H2011P5ES330.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P6ES339,2011,6,ESPAÑOL,H2011P6ES339,186,https://historico.conaliteg.gob.mx/H2011P6ES339.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2011P6ES340,2011,6,ESPAÑOL LECTURAS,H2011P6ES340,210,https://historico.conaliteg.gob.mx/H2011P6ES340.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P1ESA,2014,1,Español. Libro para el alumno,H2014P1ESA,234,https://historico.conaliteg.gob.mx/H2014P1ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P1ESM,2014,1,Español. Libro para el maestro,H2014P1ESM,282,https://historico.conaliteg.gob.mx/H2014P1ESM.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P1LEA,2014,1,Español. Libro de lectura,H2014P1LEA,162,https://historico.conaliteg.gob.mx/H2014P1LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P2ESA,2014,2,Español. Libro para el alumno,H2014P2ESA,257,https://historico.conaliteg.gob.mx/H2014P2ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P2ESM,2014,2,Español. Libro para el maestro,H2014P2ESM,290,https://historico.conaliteg.gob.mx/H2014P2ESM.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P2LEA,2014,2,Español. Libro de lectura,H2014P2LEA,162,https://historico.conaliteg.gob.mx/H2014P2LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P3ESA,2014,3,Español,H2014P3ESA,162,https://historico.conaliteg.gob.mx/H2014P3ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P3LEA,2014,3,Español. Libro de lectura,H2014P3LEA,162,https://historico.conaliteg.gob.mx/H2014P3LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P4ESA,2014,4,Español,H2014P4ESA,162,https://historico.conaliteg.gob.mx/H2014P4ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P4LEA,2014,4,Español. Libro de lectura,H2014P4LEA,162,https://historico.conaliteg.gob.mx/H2014P4LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P5ESA,2014,5,Español,H2014P5ESA,178,https://historico.conaliteg.gob.mx/H2014P5ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P5LEA,2014,5,Español. Libro de lectura,H2014P5LEA,162,https://historico.conaliteg.gob.mx/H2014P5LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P6ESA,2014,6,Español,H2014P6ESA,186,https://historico.conaliteg.gob.mx/H2014P6ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2014P6LEA,2014,6,Español. Libro de lectura,H2014P6LEA,162,https://historico.conaliteg.gob.mx/H2014P6LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P1ESA,2018,1,Lengua materna. Español,H2018P1ESA,226,https://historico.conaliteg.gob.mx/H2018P1ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P1ESM,2018,1,Lengua materna. Español. Docente,H2018P1ESM,178,https://historico.conaliteg.gob.mx/H2018P1ESM.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P1LEA,2018,1,Lengua materna. Español lecturas,H2018P1LEA,130,https://historico.conaliteg.gob.mx/H2018P1LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P2ESA,2018,2,Lengua materna. Español,H2018P2ESA,226,https://historico.conaliteg.gob.mx/H2018P2ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P2ESM,2018,2,Lengua materna. Español. Docente,H2018P2ESM,178,https://historico.conaliteg.gob.mx/H2018P2ESM.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P2LEA,2018,2,Lengua materna. Español lecturas,H2018P2LEA,146,https://historico.conaliteg.gob.mx/H2018P2LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P3ESA,2018,3,Español,H2018P3ESA,162,https://historico.conaliteg.gob.mx/H2018P3ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P3LEA,2018,3,Español. Libro de lectura,H2018P3LEA,162,https://historico.conaliteg.gob.mx/H2018P3LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P4ESA,2018,4,Español,H2018P4ESA,162,https://historico.conaliteg.gob.mx/H2018P4ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P4LEA,2018,4,Español. Libro de lectura,H2018P4LEA,162,https://historico.conaliteg.gob.mx/H2018P4LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P5ESA,2018,5,Español,H2018P5ESA,178,https://historico.conaliteg.gob.mx/H2018P5ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P5LEA,2018,5,Español. Libro de lectura,H2018P5LEA,162,https://historico.conaliteg.gob.mx/H2018P5LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P6ESA,2018,6,Español,H2018P6ESA,186,https://historico.conaliteg.gob.mx/H2018P6ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2018P6LEA,2018,6,Español. Libro de lectura,H2018P6LEA,162,https://historico.conaliteg.gob.mx/H2018P6LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P1ESA,2019,1,Lengua materna. Español,H2019P1ESA,226,https://historico.conaliteg.gob.mx/H2019P1ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P1ESM,2019,1,Lengua materna. Español. Docente,H2019P1ESM,178,https://historico.conaliteg.gob.mx/H2019P1ESM.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P1LEA,2019,1,Lengua materna. Español lecturas,H2019P1LEA,130,https://historico.conaliteg.gob.mx/H2019P1LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P2ESA,2019,2,Lengua materna. Español,H2019P2ESA,226,https://historico.conaliteg.gob.mx/H2019P2ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P2ESM,2019,2,Lengua materna. Español. Docente,H2019P2ESM,178,https://historico.conaliteg.gob.mx/H2019P2ESM.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P2LEA,2019,2,Lengua materna. Español lecturas,H2019P2LEA,146,https://historico.conaliteg.gob.mx/H2019P2LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P3ESA,2019,3,Español,H2019P3ESA,162,https://historico.conaliteg.gob.mx/H2019P3ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P3LEA,2019,3,Español. Libro de lectura,H2019P3LEA,162,https://historico.conaliteg.gob.mx/H2019P3LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P4ESA,2019,4,Español,H2019P4ESA,162,https://historico.conaliteg.gob.mx/H2019P4ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P4LEA,2019,4,Español. Libro de lectura,H2019P4LEA,162,https://historico.conaliteg.gob.mx/H2019P4LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P5ESA,2019,5,Español,H2019P5ESA,178,https://historico.conaliteg.gob.mx/H2019P5ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P5LEA,2019,5,Español. Libro de lectura,H2019P5LEA,162,https://historico.conaliteg.gob.mx/H2019P5LEA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P6ESA,2019,6,Español,H2019P6ESA,186,https://historico.conaliteg.gob.mx/H2019P6ESA.htm
LTMD_U1_W3_DECLARED_INVENTORY_0.1,H2019P6LEA,2019,6,Español. Libro de lectura,H2019P6LEA,162,https://historico.conaliteg.gob.mx/H2019P6LEA.htm
