snapshot_version,viewer_key,catalog_generation,grade_code,tail_code,occurrences
CONALITEG_KEY_SNAPSHOT_0.1,H2011P2ED302,2011,2,ED302,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P2ED303,2011,2,ED303,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P2ES304,2011,2,ES304,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P2ES305,2011,2,ES305,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P2MA306,2011,2,MA306,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3CI307,2011,3,CI307,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3CI308,2011,3,CI308,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3ED309,2011,3,ED309,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3ED310,2011,3,ED310,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3ES311,2011,3,ES311,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3ES312,2011,3,ES312,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P3MA313,2011,3,MA313,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4CI314,2011,4,CI314,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4CI315,2011,4,CI315,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4CI316,2011,4,CI316,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4ED317,2011,4,ED317,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4ED318,2011,4,ED318,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4ES319,2011,4,ES319,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4ES320,2011,4,ES320,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4GE321,2011,4,GE321,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4GE322,2011,4,GE322,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4HI323,2011,4,HI323,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P4MA324,2011,4,MA324,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5CI325,2011,5,CI325,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5CI326,2011,5,CI326,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5ED327,2011,5,ED327,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5ED328,2011,5,ED328,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5ES329,2011,5,ES329,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5ES330,2011,5,ES330,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5GE331,2011,5,GE331,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5GE332,2011,5,GE332,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5HI333,2011,5,HI333,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P5MA334,2011,5,MA334,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6CI335,2011,6,CI335,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6CI336,2011,6,CI336,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6CI337,2011,6,CI337,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6ED338,2011,6,ED338,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6ES339,2011,6,ES339,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6ES340,2011,6,ES340,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6GE341,2011,6,GE341,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6HI342,2011,6,HI342,1
CONALITEG_KEY_SNAPSHOT_0.1,H2011P6MA343,2011,6,MA343,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1CAM,2014,1,CAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1DMA,2014,1,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1DMM,2014,1,DMM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1EAM,2014,1,EAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1ENA,2014,1,ENA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1ESA,2014,1,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1ESM,2014,1,ESM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1FCA,2014,1,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P1LEA,2014,1,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2DMA,2014,2,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2DMM,2014,2,DMM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2EAM,2014,2,EAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2ENA,2014,2,ENA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2ESA,2014,2,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2ESM,2014,2,ESM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2FCA,2014,2,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P2LEA,2014,2,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3AGS,2014,3,AGS,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3BCN,2014,3,BCN,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3BCS,2014,3,BCS,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3CAM,2014,3,CAM,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3CDM,2014,3,CDM,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3CHH,2014,3,CHH,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3CHP,2014,3,CHP,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3CNA,2014,3,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3COA,2014,3,COA,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3COL,2014,3,COL,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3DMA,2014,3,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3DMM,2014,3,DMM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3DUR,2014,3,DUR,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3EAA,2014,3,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3ESA,2014,3,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3FCA,2014,3,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3GRO,2014,3,GRO,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3GTO,2014,3,GTO,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3HID,2014,3,HID,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3JAL,2014,3,JAL,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3LEA,2014,3,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3MEX,2014,3,MEX,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3MIC,2014,3,MIC,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3MOR,2014,3,MOR,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3NAY,2014,3,NAY,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3NLE,2014,3,NLE,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3OAX,2014,3,OAX,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3PUE,2014,3,PUE,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3QRO,2014,3,QRO,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3QUE,2014,3,QUE,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3SIN,2014,3,SIN,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3SLP,2014,3,SLP,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3SON,2014,3,SON,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3TAB,2014,3,TAB,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3TAM,2014,3,TAM,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3TLA,2014,3,TLA,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3VER,2014,3,VER,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3YUC,2014,3,YUC,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P3ZAC,2014,3,ZAC,2
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4AMA,2014,4,AMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4CCA,2014,4,CCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4CNA,2014,4,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4DMA,2014,4,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4DMM,2014,4,DMM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4EAA,2014,4,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4ESA,2014,4,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4FCA,2014,4,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4GEA,2014,4,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4HIA,2014,4,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P4LEA,2014,4,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5AGA,2014,5,AGA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5CNA,2014,5,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5DMA,2014,5,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5DMM,2014,5,DMM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5EAA,2014,5,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5ESA,2014,5,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5FCA,2014,5,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5GEA,2014,5,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5HIA,2014,5,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P5LEA,2014,5,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6CNA,2014,6,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6DMA,2014,6,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6DMM,2014,6,DMM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6EAA,2014,6,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6ESA,2014,6,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6FCA,2014,6,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6GEA,2014,6,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6HIA,2014,6,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2014P6LEA,2014,6,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1CAM,2018,1,CAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1COA,2018,1,COA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1COM,2018,1,COM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1ESA,2018,1,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1ESM,2018,1,ESM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1LEA,2018,1,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1MAA,2018,1,MAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P1MAM,2018,1,MAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2COA,2018,2,COA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2COM,2018,2,COM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2ESA,2018,2,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2ESM,2018,2,ESM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2LEA,2018,2,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2MAA,2018,2,MAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P2MAM,2018,2,MAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P3CNA,2018,3,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P3DMA,2018,3,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P3EAA,2018,3,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P3ESA,2018,3,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P3FCA,2018,3,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P3LEA,2018,3,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4AMA,2018,4,AMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4CCA,2018,4,CCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4CNA,2018,4,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4DMA,2018,4,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4EAA,2018,4,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4ESA,2018,4,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4FCA,2018,4,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4GEA,2018,4,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4HIA,2018,4,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P4LEA,2018,4,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5AGA,2018,5,AGA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5CNA,2018,5,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5DMA,2018,5,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5EAA,2018,5,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5ESA,2018,5,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5FCA,2018,5,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5GEA,2018,5,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5HIA,2018,5,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P5LEA,2018,5,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6CNA,2018,6,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6DMA,2018,6,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6EAA,2018,6,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6ESA,2018,6,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6FCA,2018,6,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6GEA,2018,6,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6HIA,2018,6,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2018P6LEA,2018,6,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1CAM,2019,1,CAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1COA,2019,1,COA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1COM,2019,1,COM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1ESA,2019,1,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1ESM,2019,1,ESM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1FCA,2019,1,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1LEA,2019,1,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1MAA,2019,1,MAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P1MAM,2019,1,MAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2COA,2019,2,COA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2COM,2019,2,COM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2ESA,2019,2,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2ESM,2019,2,ESM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2FCA,2019,2,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2LEA,2019,2,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2MAA,2019,2,MAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P2MAM,2019,2,MAM,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P3CNA,2019,3,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P3DMA,2019,3,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P3EAA,2019,3,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P3ESA,2019,3,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P3FCA,2019,3,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P3LEA,2019,3,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4AMA,2019,4,AMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4CCA,2019,4,CCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4CNA,2019,4,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4DMA,2019,4,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4EAA,2019,4,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4ESA,2019,4,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4FCA,2019,4,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4GEA,2019,4,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4HIA,2019,4,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P4LEA,2019,4,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5AGA,2019,5,AGA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5CNA,2019,5,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5DMA,2019,5,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5EAA,2019,5,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5ESA,2019,5,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5FCA,2019,5,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5GEA,2019,5,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5HIA,2019,5,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P5LEA,2019,5,LEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6CNA,2019,6,CNA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6DMA,2019,6,DMA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6EAA,2019,6,EAA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6ESA,2019,6,ESA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6FCA,2019,6,FCA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6GEA,2019,6,GEA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6HIA,2019,6,HIA,1
CONALITEG_KEY_SNAPSHOT_0.1,H2019P6LEA,2019,6,LEA,1
