architecture_version,viewer_key,catalog_generation,grade_code,title_core,html_status,x_js_discovered,x_js_status,ag_pages_signal,standard_dynamic_architecture,source_url
LTMD_U1_W6_ARCHITECTURE_0.1,H1966P6GE378,1966,6,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H1966P6GE378.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H1993P4GE196,1993,4,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H1993P4GE196.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H1993P4GE197,1993,4,Atlas de México,200,1,200,1,1,https://historico.conaliteg.gob.mx/H1993P4GE197.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H1993P5GE203,1993,5,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H1993P5GE203.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H1993P5GE204,1993,5,Atlas de Geografía Universal,200,0,0,0,0,https://historico.conaliteg.gob.mx/H1993P5GE204.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H1993P5GE205,1993,5,Atlas de Geografía Universal,200,1,200,1,1,https://historico.conaliteg.gob.mx/H1993P5GE205.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H1993P6GE213,1993,6,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H1993P6GE213.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2008P4GE273,2008,4,GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2008P4GE273.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2008P4GE274,2008,4,ATLAS DE MÉXICO,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2008P4GE274.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2008P5GE282,2008,5,GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2008P5GE282.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2008P5GE283,2008,5,ATLAS DE GEPGRAFÍA UNIVERSAL,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2008P5GE283.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2008P6GE289,2008,6,GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2008P6GE289.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2011P4GE321,2011,4,GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2011P4GE321.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2011P4GE322,2011,4,ATLAS DE MÉXICO,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2011P4GE322.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2011P5GE331,2011,5,GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2011P5GE331.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2011P5GE332,2011,5,ATLAS DE GEOGRAFÍA UNIVERSAL,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2011P5GE332.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2011P6GE341,2011,6,GEOGRAFÍA,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2011P6GE341.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2014P4AMA,2014,4,Atlas de México,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2014P4AMA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2014P4GEA,2014,4,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2014P4GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2014P5AGA,2014,5,Atlas de geografía del mundo,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2014P5AGA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2014P5GEA,2014,5,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2014P5GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2014P6GEA,2014,6,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2014P6GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2018P4AMA,2018,4,Atlas de México,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2018P4AMA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2018P4GEA,2018,4,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2018P4GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2018P5AGA,2018,5,Atlas de geografía del mundo,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2018P5AGA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2018P5GEA,2018,5,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2018P5GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2018P6GEA,2018,6,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2018P6GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2019P4AMA,2019,4,Atlas de México,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2019P4AMA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2019P4GEA,2019,4,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2019P4GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2019P5AGA,2019,5,Atlas de geografía del mundo,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2019P5AGA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2019P5GEA,2019,5,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2019P5GEA.htm
LTMD_U1_W6_ARCHITECTURE_0.1,H2019P6GEA,2019,6,Geografía,200,1,200,1,1,https://historico.conaliteg.gob.mx/H2019P6GEA.htm
